report_id,reported_at,resolved_at,issue_type,severity,lat,lon,street_name,channel,estimated_impact_cost,district_hint,resolution_days,is_unresolved,report_month,report_week,severity_band,district
MR217165,2025-04-13 11:04:12,2025-04-18 02:11:34,sidewalk obstruction,1.0,37.71866420039723,-122.54996948638,Union Blvd,email ,479.52,D01,4.0,False,2025-04,2025-04-07/2025-04-13,low,Harbor North
MR212357,2025-04-13 11:14:21,2025-04-20 14:18:55,blocked lane,4.0,37.704448514136175,-122.380496462645,Cedar Rd,web,1144.05,D04,7.0,False,2025-04,2025-04-07/2025-04-13,high,Bayview
MR216989,2025-04-13 12:25:34,,broken traffic light,3.0,37.79760283526871,-122.416443587048,River Rd,web,1173.24,D11,338.0,True,2025-04,2025-04-07/2025-04-13,medium,Medical Quarter
MR216964,2025-04-13 13:03:38,,busstop damage,3.0,37.78447446552679,-122.386587627813,Broadway,email,749.16,D12,338.0,True,2025-04,2025-04-07/2025-04-13,medium,Riverside
MR201136,2025-04-13 13:38:14,2025-04-20 08:45:49,missing sign,2.0,37.76788094914314,-122.424682093838,Harbor Ave,app,165.19,D07,6.0,False,2025-04,2025-04-07/2025-04-13,low,Midtown
MR217019,2025-04-13 14:16:52,,blocked lane,5.0,37.83185712831173,-122.450535296819,Elm St,app,1366.34,D10,338.0,True,2025-04,2025-04-07/2025-04-13,high,North Commons
MR210786,2025-04-13 16:15:27,2025-04-25 01:56:16,bus stop damage,3.0,37.78989736069508,-122.438851793968,Maple Dr,email ,717.54,,11.0,False,2025-04,2025-04-07/2025-04-13,medium,Medical Quarter
MR217009,2025-04-13 16:23:55,2025-04-18 14:26:28,sidewalk obstruction,3.0,37.81717421582276,-122.509263075304,Maple Dr,app,235.54,D04,4.0,False,2025-04,2025-04-07/2025-04-13,medium,West Junction
MR204091,2025-04-13 18:08:22,,pothole near crossing,3.0,37.79515225420764,-122.415506674327,Pine Ave,web,439.74,D11,338.0,True,2025-04,2025-04-07/2025-04-13,medium,Medical Quarter
MR215792,2025-04-13 19:23:45,2025-04-19 18:18:26,sidewalk obstruction,3.0,37.76,-122.39993,Cedar Rd,web,333.04,D08,5.0,False,2025-04,2025-04-07/2025-04-13,medium,Riverside
MR214037,2025-04-13 19:46:41,2025-04-21 13:12:44,unsafe crossing,4.0,37.82835,-122.527,Hillcrest Ave,,697.04,D09,7.0,False,2025-04,2025-04-07/2025-04-13,high,West Junction
MR214289,2025-04-13 19:58:49,2025-04-16 22:19:52,sidewalk obstruction,4.0,37.72321142764486,-122.54996948638,Grant St,app,437.05,D01,3.0,False,2025-04,2025-04-07/2025-04-13,high,Harbor North
MR208228,2025-04-13 22:33:41,2025-04-18 12:30:00,broken traffic light,5.0,37.81300444119725,-122.481734720469,Maple Dr,,1734.02,D10,4.0,False,2025-04,2025-04-07/2025-04-13,high,North Commons
MR204989,2025-04-14 00:00:00,2025-04-23 23:10:00,unsafe crossing,3.0,37.76267243199407,-122.413946693588,Maple Dr,app,952.72,D09,9.0,False,2025-04,2025-04-14/2025-04-20,medium,Midtown
MR204121,2025-04-14 00:00:00,2025-05-10 10:56:06,blocked lane,4.0,37.7141,-122.479,Harbor Ave,phone,1228.21,D02,26.0,False,2025-04,2025-04-14/2025-04-20,high,Old Market
MR204872,2025-04-14 00:00:00,2025-04-18 21:10:19,br0ken traffic light,2.0,37.688,-122.4129,Maple Dr,web,1045.15,D03,4.0,False,2025-04,2025-04-14/2025-04-20,low,Civic East
MR202560,2025-04-14 02:28:11,2025-04-16 00:33:27,missing sign,5.0,37.70031689345999,-122.523881324352,Elm St,app,257.1,D01,1.0,False,2025-04,2025-04-14/2025-04-20,high,Harbor North
MR208567,2025-04-14 03:10:37,,unsafe crossing,5.0,37.82564488799148,-122.490508852009,Hillcrest Ave,web,934.33,D10,338.0,True,2025-04,2025-04-14/2025-04-20,high,North Commons
MR219589,2025-04-14 03:33:47,2025-04-21 22:18:18,blocked lane,3.0,37.76683347931876,-122.545135296939,Maple Dr,email,,D05,7.0,False,2025-04,2025-04-14/2025-04-20,medium,University
MR203167,2025-04-14 09:26:41,,bus stop damage,5.0,37.74066611127352,-122.367170243603,Grant St,app,615.98,D08,338.0,True,2025-04,2025-04-14/2025-04-20,high,Riverside
MR212235,2025-04-14 09:29:08,2025-04-19 08:21:45,missing sign,3.0,37.82002085933682,-122.454111465663,Union Blvd, call center ,242.97,D10,4.0,False,2025-04,2025-04-14/2025-04-20,medium,North Commons
MR204086,2025-04-14 12:24:07,2025-04-27 15:17:45,lane blocked,2.0,37.74650688382668,-122.52086355986,Cedar Rd,phone,806.52,D06,13.0,False,2025-04,2025-04-14/2025-04-20,low,University
MR218194,2025-04-14 15:56:00,,bus stop damage,4.0,37.796536099790416,-122.42729415138,Hillcrest Ave,phone,1180.83,D11,337.0,True,2025-04,2025-04-14/2025-04-20,high,Medical Quarter
MR202896,2025-04-14 22:47:29,,unsafe crossing,4.0,37.71499526327472,-122.387434910628,Hillcrest Ave,app,1544.18,D04,337.0,True,2025-04,2025-04-14/2025-04-20,high,Bayview
MR215395,2025-04-15 00:00:00,,pothole near crossing,3.0,37.6957,-122.463,Market St,web,384.53,D02,337.0,True,2025-04,2025-04-14/2025-04-20,medium,Old Market
MR201721,2025-04-15 00:00:00,2025-04-19 22:04:30,blocked lane,2.0,37.74999027089134,-122.357052448897,Union Blvd,web,1112.27,,4.0,False,2025-04,2025-04-14/2025-04-20,low,Riverside
MR216783,2025-04-15 00:24:27,,pothole near crossing,2.0,37.75078541980361,-122.525662716463,Hillcrest Ave,PHONE,594.67,D05,337.0,True,2025-04,2025-04-14/2025-04-20,low,University
MR208598,2025-04-15 00:46:02,2025-04-20 09:40:47,missing sign,4.0,37.753692544760845,-122.523346016459,Union Blvd,web,789.47,D05,5.0,False,2025-04,2025-04-14/2025-04-20,high,University
MR209167,2025-04-15 01:33:47,,broken traffic light,4.0,37.81795582113077,-122.425242639485,Harbor Ave,mobile app,1412.4,D07,337.0,True,2025-04,2025-04-14/2025-04-20,high,Medical Quarter
MR206421,2025-04-15 02:11:22,,br0ken traffic light,5.0,37.75221632376186,-122.499186665163,Cedar Rd,app,904.49,D06,337.0,True,2025-04,2025-04-14/2025-04-20,high,Central Exchange
MR209426,2025-04-15 03:13:58,,missing sign,2.0,37.747324,-122.516,Harbor Ave,app,449.74,D05,337.0,True,2025-04,2025-04-14/2025-04-20,low,University
MR209128,2025-04-15 03:15:03,,unsafe xing,3.0,37.75400719497748,-122.501611487982,Union Blvd,web,1298.51,D06,337.0,True,2025-04,2025-04-14/2025-04-20,medium,Central Exchange
MR221900,2025-04-15 04:24:05,2025-04-24 19:05:57,missing sign,2.0,37.746516439255934,-122.418278253514,River Rd,app,375.56,D07,9.0,False,2025-04,2025-04-14/2025-04-20,low,Midtown
MR220333,2025-04-15 05:24:00,2025-04-27 00:00:00,sidewalk obstruction,4.0,37.768119454314345,-122.462902031723,Harbor Ave,web,581.98,D10,11.0,False,2025-04,2025-04-14/2025-04-20,high,Central Exchange
MR219517,2025-04-15 06:32:34,2025-04-18 22:31:00,missing sign,1.0,37.7446068117401,-122.474822976782,Broadway,app,358.75,D06,3.0,False,2025-04,2025-04-14/2025-04-20,low,Central Exchange
MR200739,2025-04-15 06:38:00,,broken traffic light,3.0,37.80948031177101,-122.443754605586,Hillcrest Ave,phone,1454.38,D11,337.0,True,2025-04,2025-04-14/2025-04-20,medium,Medical Quarter
MR213624,2025-04-15 07:12:17,,unsafe crossing,4.0,37.807315,-122.385,Market St,app,994.39,D04,337.0,True,2025-04,2025-04-14/2025-04-20,high,Airport Link
MR211788,2025-04-15 09:24:17,2025-04-19 20:53:50,pot hole near crossing,5.0,37.69572934956443,-122.401037852612,Elm St,app,737.05,D03,4.0,False,2025-04,2025-04-14/2025-04-20,high,Civic East
MR220867,2025-04-15 10:11:27,2025-05-05 09:29:09,unsafe crossing,5.0,37.69278617431667,-122.537517352935,Harbor Ave,web,1720.1,D01,19.0,False,2025-04,2025-04-14/2025-04-20,high,Harbor North
MR204794,2025-04-15 10:52:13,,missing sign,5.0,37.81135713026754,-122.40164673943,Broadway,web,408.42,D10,337.0,True,2025-04,2025-04-14/2025-04-20,high,Airport Link
MR210434,2025-04-15 11:22:00,2025-04-22 02:51:27,missing sign,3.0,37.76036436170092,-122.473990230814,Market St,app,172.7,D06,6.0,False,2025-04,2025-04-14/2025-04-20,medium,Central Exchange
MR216136,2025-04-15 11:37:57,2025-04-19 00:00:00,missing sign,1.0,37.80065542995796,-122.469813749771,Pine Ave,web,,,3.0,False,2025-04,2025-04-14/2025-04-20,low,North Commons
MR201750,2025-04-15 15:40:21,,missing sign,4.0,37.76019,-122.503205,River Rd,,314.68,D05,336.0,True,2025-04,2025-04-14/2025-04-20,high,University
MR210709,2025-04-15 16:11:09,2025-04-16 13:52:28,missing sign,3.0,37.71232781697538,-122.383520459956,Elm St,web,343.08,D04,0.0,False,2025-04,2025-04-14/2025-04-20,medium,Bayview
MR204916,2025-04-15 16:21:19,,sidewalk obstruction,3.0,37.75220933207447,-122.40597562819,Harbor Ave,web,451.65,D07,336.0,True,2025-04,2025-04-14/2025-04-20,medium,Midtown
MR204099,2025-04-15 17:13:16,,missing sign,4.0,37.68540772631774,-122.500145820685,Hillcrest Ave,mobile app,290.96,D04,336.0,True,2025-04,2025-04-14/2025-04-20,high,Old Market
MR214387,2025-04-15 18:32:27,2025-04-20 05:13:16,blocked lane,4.0,37.723704747935,-122.3852960276,Transit Way,web,1075.67,D04,4.0,False,2025-04,2025-04-14/2025-04-20,high,Bayview
MR216078,2025-04-15 18:51:03,2025-04-19 06:17:13,blocked lane,5.0,37.814673746258,-122.385178276894,Market St,phone,1960.15,,3.0,False,2025-04,2025-04-14/2025-04-20,high,Airport Link
MR212148,2025-04-16 00:00:00,,pothole near crossing,4.0,37.700927,-122.39303,Hillcrest Ave,email,790.43,D02,336.0,True,2025-04,2025-04-14/2025-04-20,high,Bayview
MR213584,2025-04-16 01:21:09,2025-04-19 21:53:59,pothole near crossing,4.0,37.71044869953639,-122.42155876743,Transit Way,app,,D03,3.0,False,2025-04,2025-04-14/2025-04-20,high,Civic East
MR219103,2025-04-16 02:52:06,2025-04-22 19:38:10,blocked lane,4.0,37.767,-122.501611,Harbor Ave,app,2825.66,D10,6.0,False,2025-04,2025-04-14/2025-04-20,high,Central Exchange
MR219971,2025-04-16 02:56:26,2025-04-20 18:01:25,missing sign,4.0,37.8112984023445,-122.378131381002,Union Blvd,app,515.12,D12,4.0,False,2025-04,2025-04-14/2025-04-20,high,Airport Link
MR220331,2025-04-16 06:34:28,2025-04-21 15:23:38,br0ken traffic light,5.0,37.70333117759768,-122.358949384879,Cedar Rd,web,1801.71,D04,5.0,False,2025-04,2025-04-14/2025-04-20,high,Bayview
MR219268,2025-04-16 07:10:58,,pothole near crossing,3.0,37.808381,-122.545518,Hillcrest Ave,phone,673.64,D09,336.0,True,2025-04,2025-04-14/2025-04-20,medium,West Junction
MR205567,2025-04-16 09:56:31,,missing sign,1.0,37.70996319648275,-122.483935851875,,app,153.18,D12,336.0,True,2025-04,2025-04-14/2025-04-20,low,Old Market
MR202254,2025-04-16 10:46:46,2025-04-26 09:16:00,sidewalk obstruction,3.0,37.76597459965621,-122.549368811859,River Rd,Web Form,546.32,D11,9.0,False,2025-04,2025-04-14/2025-04-20,medium,University
MR204842,2025-04-16 10:53:39,2025-04-19 01:46:48,sidewalk obstruction,4.0,37.69839860847359,-122.450343420467,Hillcrest Ave,app,249.57,D02,2.0,False,2025-04,2025-04-14/2025-04-20,high,Old Market
MR213585,2025-04-16 10:59:03,2025-04-21 21:10:52,blocked lane,5.0,37.7015,-122.4814,,phone,2463.1,D02,5.0,False,2025-04,2025-04-14/2025-04-20,high,Old Market
MR202078,2025-04-16 11:31:53,2025-04-21 00:00:00,pothole near crossing,3.0,37.79856,-122.5448,Broadway,app,638.96,D09,4.0,False,2025-04,2025-04-14/2025-04-20,medium,West Junction
MR207073,2025-04-16 11:47:20,,unsafe crossing,3.0,37.80430817044443,-122.394233351074,Harbor Ave,email,755.24,,336.0,True,2025-04,2025-04-14/2025-04-20,medium,Airport Link
MR212181,2025-04-16 14:11:50,,sidewalk obstruction,2.0,37.68640066324714,-122.504756758399,River Rd,Web Form,273.45,D01,335.0,True,2025-04,2025-04-14/2025-04-20,low,Old Market
MR210811,2025-04-16 16:13:51,2025-04-27 06:13:24,unsafe crossing,2.0,37.768607,-122.525,Broadway,app,1557.48,D05,10.0,False,2025-04,2025-04-14/2025-04-20,low,University
MR201428,2025-04-16 16:14:40,,sidewalk obstruction,3.0,37.82060014457026,-122.375081546112,Market St,app,320.28,D12,335.0,True,2025-04,2025-04-14/2025-04-20,medium,Airport Link
MR214793,2025-04-16 17:02:04,,pothole near crossing,4.0,37.72623271452132,-122.475119860443,Union Blvd,app,487.39,D02,335.0,True,2025-04,2025-04-14/2025-04-20,high,Old Market
MR207834,2025-04-16 17:43:00,2025-04-22 14:14:55,blocked lane,5.0,37.764,-122.48884,Grant St,web,1633.99,D06,5.0,False,2025-04,2025-04-14/2025-04-20,high,Central Exchange
MR206432,2025-04-16 19:35:42,2025-04-22 02:51:14,unsafe crossing,3.0,37.7504,-122.441,Hillcrest Ave,web,2954.61,D07,5.0,False,2025-04,2025-04-14/2025-04-20,medium,Midtown
MR210536,2025-04-16 21:11:00,2025-04-18 07:03:30,sidewalk obstruction,3.0,37.751047466025874,-122.477026196279,Maple Dr,phone,290.16,D11,1.0,False,2025-04,2025-04-14/2025-04-20,medium,Central Exchange
MR219983,2025-04-16 22:48:09,2025-04-18 00:00:00,missing sign,3.0,37.813313817887504,-122.511628874808,River Rd,app,234.08,D09,1.0,False,2025-04,2025-04-14/2025-04-20,medium,West Junction
MR217721,2025-04-17 00:00:00,2025-04-26 01:06:17,unsafe crossing,4.0,37.7474848141623,-122.457226254038,Transit Way,web,809.67,D06,9.0,False,2025-04,2025-04-14/2025-04-20,high,Central Exchange
MR212390,2025-04-17 00:00:00,2025-05-07 15:58:10,blocked lane,5.0,37.80429566364749,-122.374591442632,Cedar Rd,app,,D12,20.0,False,2025-04,2025-04-14/2025-04-20,high,Airport Link
MR200094,2025-04-17 00:00:00,2025-04-26 14:02:11,pothole near crossing,4.0,37.82715374725671,-122.427692905659,Grant St,app,,D11,9.0,False,2025-04,2025-04-14/2025-04-20,high,Medical Quarter
MR203709,2025-04-17 00:00:00,2025-04-29 14:19:40,broken traffic light,5.0,37.75476700294767,-122.414320744865,Pine Ave,phone,2681.01,D09,12.0,False,2025-04,2025-04-14/2025-04-20,high,Midtown
MR200884,2025-04-17 00:00:00,,pothole near crossing,5.0,37.757317272500686,-122.405591450988,Union Blvd,app,364.38,D07,335.0,True,2025-04,2025-04-14/2025-04-20,high,Midtown
MR210778,2025-04-17 00:32:37,2025-04-26 20:57:02,blocked lane,5.0,37.71750566506452,-122.54996948638,Market St,web,1635.01,D01,9.0,False,2025-04,2025-04-14/2025-04-20,high,Harbor North
MR217099,2025-04-17 02:02:08,2025-04-26 11:58:14,pot hole near crossing,4.0,37.69787311550051,-122.417204786486,Elm St,app,734.74,D03,9.0,False,2025-04,2025-04-14/2025-04-20,high,Civic East
MR202281,2025-04-17 03:13:00,,missing sign,2.0,37.78447446552679,-122.368944440586,Broadway,phone,259.05,D12,335.0,True,2025-04,2025-04-14/2025-04-20,low,Airport Link
MR215562,2025-04-17 04:36:48,,pothole near crossing,3.0,37.75826322265389,-122.42706870214,Union Blvd,phone,650.06,D07,335.0,True,2025-04,2025-04-14/2025-04-20,medium,Midtown
MR221616,2025-04-17 08:15:00,2025-05-03 11:03:29,unsafe crossing,3.0,37.81083337362573,-122.548835890951,Harbor Ave,email,838.55,D07,16.0,False,2025-04,2025-04-14/2025-04-20,medium,West Junction
MR205435,2025-04-17 11:13:00,2025-04-21 09:00:00,pothole near crossing,1.0,37.79945154524159,-122.439493058335,Grant St,app,689.51,D11,3.0,False,2025-04,2025-04-14/2025-04-20,low,Medical Quarter
MR200628,2025-04-17 12:14:16,2025-05-01 07:43:26,unsafe crossing,5.0,37.81396475050001,-122.388962171495,Harbor Ave,email,1834.55,D12,13.0,False,2025-04,2025-04-14/2025-04-20,high,Airport Link
MR213812,2025-04-17 12:57:11,2025-04-18 20:41:57,pothole near crossing,3.0,37.8246,-122.374,Maple Dr,app,467.11,D12,1.0,False,2025-04,2025-04-14/2025-04-20,medium,Airport Link
MR204000,2025-04-17 14:11:01,2025-07-05 09:23:00,blocked lane,3.0,37.706744,-122.401928,Pine Ave,app,1131.08,D03,78.0,False,2025-04,2025-04-14/2025-04-20,medium,Civic East
MR203353,2025-04-17 16:44:32,2025-04-22 06:37:13,blocked lane,4.0,37.68319917878978,-122.430078010226,Pine Ave,web,1403.63,D05,4.0,False,2025-04,2025-04-14/2025-04-20,high,Civic East
MR208206,2025-04-17 18:34:53,2025-05-04 20:04:27,bus stop damage,3.0,37.73640058877528,-122.46265277955,River Rd,app,1041.69,D02,17.0,False,2025-04,2025-04-14/2025-04-20,medium,Central Exchange
MR212895,2025-04-18 00:00:00,2025-04-26 09:14:08,unsafe crossing,3.0,37.80668738187668,-122.427911139224,Union Blvd,phone,1428.33,D01,8.0,False,2025-04,2025-04-14/2025-04-20,medium,Medical Quarter
MR200571,2025-04-18 00:00:00,2025-04-22 16:32:00,pothole near crossing,3.0,37.79830227857276,-122.463577237788,,app,632.43,D10,4.0,False,2025-04,2025-04-14/2025-04-20,medium,North Commons
MR215818,2025-04-18 00:00:00,2025-04-30 00:00:00,bus stop damage,4.0,37.802,-122.546713,Harbor Ave,app,573.75,D09,12.0,False,2025-04,2025-04-14/2025-04-20,high,West Junction
MR206149,2025-04-18 00:00:00,2025-04-30 11:17:56,blocked lane,4.0,37.69516998988609,-122.358731257598,Cedar Rd,email,914.21,,12.0,False,2025-04,2025-04-14/2025-04-20,high,Bayview
MR216037,2025-04-18 02:07:00,,missing sign,3.0,37.71598511887477,-122.540474461033,Harbor Ave,email,382.29,D01,334.0,True,2025-04,2025-04-14/2025-04-20,medium,Harbor North
MR206857,2025-04-18 02:24:35,2025-04-05 19:28:00,unsafe crossing,3.0,37.70109761475592,-122.403473794802,Broadway,app,664.13,D03,-13.0,False,2025-04,2025-04-14/2025-04-20,medium,Civic East
MR201015,2025-04-18 03:33:50,2025-01-05 06:21:00,unsafe xing,4.0,37.8073571142701,-122.535318777697,Union Blvd,app,1493.11,D09,-103.0,False,2025-04,2025-04-14/2025-04-20,high,West Junction
MR201337,2025-04-18 04:55:14,,blocked lane,4.0,37.76188046048284,-122.484384306139,Maple Dr,app,1949.89,D06,334.0,True,2025-04,2025-04-14/2025-04-20,high,Central Exchange
MR208701,2025-04-18 05:31:00,,obstructed sidewalk,4.0,37.757656,-122.410071,Broadway,web,682.43,D07,334.0,True,2025-04,2025-04-14/2025-04-20,high,Midtown
MR216355,2025-04-18 05:45:44,2025-04-23 00:00:00,sidewalk obstruction,4.0,37.76769002192975,-122.507885428186,,phone,380.96,D05,4.0,False,2025-04,2025-04-14/2025-04-20,high,University
MR217080,2025-04-18 07:34:27,2025-05-12 09:49:25,unsafe crossing,3.0,37.761403527557256,-122.463663688918,Grant St,web,,D06,24.0,False,2025-04,2025-04-14/2025-04-20,medium,Central Exchange
MR211341,2025-04-18 08:02:00,2025-04-28 00:58:00,broken traffic light,5.0,37.6816659064227,-122.433107462197,Harbor Ave,web,1928.93,D03,9.0,False,2025-04,2025-04-14/2025-04-20,high,Civic East
MR211962,2025-04-18 08:10:00,2025-04-25 01:48:51,unsafe crossing,3.0,37.75889107627827,-122.437053475782,Cedar Rd,email,659.61,D07,6.0,False,2025-04,2025-04-14/2025-04-20,medium,Midtown
MR221725,2025-04-18 09:37:14,2025-04-24 17:47:37,pothole near crossing,3.0,37.76865557123769,-122.360240473045,Market St,app,663.23,D08,6.0,False,2025-04,2025-04-14/2025-04-20,medium,Riverside
MR208595,2025-04-18 11:01:21,,unsafe crossing,1.0,37.6904278818005,-122.508954240831,,phone,692.31,D01,334.0,True,2025-04,2025-04-14/2025-04-20,low,Harbor North
MR217767,2025-04-18 11:21:06,,unsafe crossing,4.0,37.80041845230931,-122.377775650271,Broadway,web,802.51,D12,334.0,True,2025-04,2025-04-14/2025-04-20,high,Airport Link
MR208576,2025-04-18 13:17:59,,sidewalk obstruction,3.0,37.690160489169486,-122.367559664219,Market St,,322.28,D04,333.0,True,2025-04,2025-04-14/2025-04-20,medium,Bayview
MR206935,2025-04-18 13:59:35,2025-04-22 02:10:52,bus stop damage,5.0,37.74996571916557,-122.501569315523,Maple Dr,web,885.54,D05,3.0,False,2025-04,2025-04-14/2025-04-20,high,Central Exchange
MR204851,2025-04-18 15:15:42,2025-04-24 10:47:04,missing sign,3.0,37.81187892197604,-122.42576508254,Harbor Ave,app,329.62,D11,5.0,False,2025-04,2025-04-14/2025-04-20,medium,Medical Quarter
MR212201,2025-04-18 17:17:00,2025-04-25 22:56:04,unsafe crossing,2.0,37.71872318826507,-122.384952120727,Union Blvd,app,943.23,D04,7.0,False,2025-04,2025-04-14/2025-04-20,low,Bayview
MR212383,2025-04-18 19:49:00,,bus stop damage,3.0,37.6929413822613,-122.516666920511,Cedar Rd,web,1169.85,D01,333.0,True,2025-04,2025-04-14/2025-04-20,medium,Harbor North
MR216400,2025-04-18 20:00:00,,pothole near crossing,2.0,37.75647693489532,-122.427185963703,Broadway,phone,268.89,D07,333.0,True,2025-04,2025-04-14/2025-04-20,low,Midtown
MR201828,2025-04-18 20:03:56,2025-04-27 23:00:55,pothole near crossing,3.0,37.803307631836375,-122.415706832649,Harbor Ave,app,545.38,D11,9.0,False,2025-04,2025-04-14/2025-04-20,medium,Medical Quarter
MR207984,2025-04-18 22:04:38,2025-05-01 23:16:02,blocked lane,5.0,37.70118310225943,-122.54206427372,Market St,app,1992.45,D01,13.0,False,2025-04,2025-04-14/2025-04-20,high,Harbor North
MR206882,2025-04-18 22:14:20,,unsafe crossing,4.0,37.80661487922578,-122.482454490373,Harbor Ave,web,991.75,D10,333.0,True,2025-04,2025-04-14/2025-04-20,high,North Commons
MR204025,2025-04-18 22:23:00,,blockd lane,3.0,37.78364490944573,-122.451146455321,River Rd,phone,976.68,D06,333.0,True,2025-04,2025-04-14/2025-04-20,medium,Central Exchange
MR220315,2025-04-19 00:00:00,,blocked lane,5.0,37.76546,-122.471121,Cedar Rd,app,2570.41,D06,333.0,True,2025-04,2025-04-14/2025-04-20,high,Central Exchange
MR215239,2025-04-19 01:11:56,,sidewalk obstruction,4.0,37.7732,-122.371,River Rd,phone,248.38,D08,333.0,True,2025-04,2025-04-14/2025-04-20,high,Riverside
MR204150,2025-04-19 01:20:26,,missing sign,3.0,37.73512106422908,-122.485287243205,Pine Ave,app,598.04,D06,333.0,True,2025-04,2025-04-14/2025-04-20,medium,Central Exchange
MR209724,2025-04-19 01:53:24,,broken traffic light,5.0,37.80529914497781,-122.373693703749,Elm St,phone,1352.13,D12,333.0,True,2025-04,2025-04-14/2025-04-20,high,Airport Link
MR218163,2025-04-19 02:00:33,2025-04-21 13:41:30,pothole near crossing,5.0,37.82073401581202,-122.384059408288,Market St,web,836.16,,2.0,False,2025-04,2025-04-14/2025-04-20,high,Airport Link
MR219459,2025-04-19 02:34:26,,broken traffic light,4.0,37.70825272356336,-122.529311091553,Union Blvd,phone,1926.7,D01,333.0,True,2025-04,2025-04-14/2025-04-20,high,Harbor North
MR200408,2025-04-19 05:11:52,2025-05-13 00:00:00,broken traffic light,4.0,37.745161062745176,-122.482991475769,,app,,D06,23.0,False,2025-04,2025-04-14/2025-04-20,high,Central Exchange
MR213615,2025-04-19 05:49:43,2025-04-24 09:40:12,blocked lane,3.0,37.69881862816264,-122.409967126253,Grant St,app,1271.95,D03,5.0,False,2025-04,2025-04-14/2025-04-20,medium,Civic East
MR208632,2025-04-19 08:36:54,2025-04-26 00:47:39,blocked lane,4.0,37.813250202480496,-122.387817593092,Transit Way,email,1822.49,D12,6.0,False,2025-04,2025-04-14/2025-04-20,high,Airport Link
MR219951,2025-04-19 13:30:00,,unsafe crossing,3.0,37.81071285935702,-122.405243498287,Pine Ave,app,1011.57,D02,332.0,True,2025-04,2025-04-14/2025-04-20,medium,Medical Quarter
MR211178,2025-04-19 13:57:24,,sidewalk obstruction,3.0,37.80520173736393,-122.378140164509,Pine Ave,web,209.87,D10,332.0,True,2025-04,2025-04-14/2025-04-20,medium,Airport Link
MR207793,2025-04-19 15:40:19,,broken traffic light,4.0,37.79023,-122.4192,Broadway,phone,1597.76,D07,332.0,True,2025-04,2025-04-14/2025-04-20,high,Medical Quarter
MR220875,2025-04-19 15:48:31,,bus stop damage,2.0,37.69825570508154,-122.399589168779,Hillcrest Ave,email,822.74,D04,332.0,True,2025-04,2025-04-14/2025-04-20,low,Civic East
MR204316,2025-04-19 19:26:00,,bus stop damage,3.0,37.688510403191614,-122.524562491017,Market St,app,931.95,D01,332.0,True,2025-04,2025-04-14/2025-04-20,medium,Harbor North
MR206207,2025-04-19 20:32:32,2025-04-23 21:40:28,sidewalk obstruction,3.0,37.732520340712846,-122.527317937334,Union Blvd,app,300.9,D06,4.0,False,2025-04,2025-04-14/2025-04-20,medium,Harbor North
MR211890,2025-04-19 21:25:06,2025-04-29 14:32:18,broken traffic light,5.0,37.79125317555989,-122.421517107491,Cedar Rd,phone,,D11,9.0,False,2025-04,2025-04-14/2025-04-20,high,Medical Quarter
MR218801,2025-04-19 21:51:15,2025-04-29 13:49:15,bus stop damage,1.0,37.7861961481259,-122.53190968695,Market St,email,454.46,D05,9.0,False,2025-04,2025-04-14/2025-04-20,low,University
MR219702,2025-04-19 23:31:02,,damaged bus stop,2.0,37.76507,-122.549,Harbor Ave,web,1320.26,,332.0,True,2025-04,2025-04-14/2025-04-20,low,University
MR206520,2025-04-20 00:00:00,2025-04-27 13:28:42,pothole near crossing,4.0,37.7518919457211,-122.42468621023,Union Blvd,app,802.72,D11,7.0,False,2025-04,2025-04-14/2025-04-20,high,Midtown
MR217628,2025-04-20 02:52:51,2025-04-22 00:00:00,bus stop damage,3.0,37.802688,-122.523921,Market St,App,,D09,1.0,False,2025-04,2025-04-14/2025-04-20,medium,West Junction
MR205727,2025-04-20 02:59:23,2025-05-07 15:05:25,broken traffic light,4.0,37.68828528768343,-122.429611900823,Harbor Ave,app,2211.62,D03,17.0,False,2025-04,2025-04-14/2025-04-20,high,Civic East
MR210058,2025-04-20 04:13:04,,bus stop damage,4.0,37.7614,-122.50161,Cedar Rd,phone,1797.87,D06,332.0,True,2025-04,2025-04-14/2025-04-20,high,Central Exchange
MR214471,2025-04-20 05:23:17,2025-04-28 08:28:00,broken traffic light,3.0,37.71412835271399,-122.369889524804,Cedar Rd,app,2107.56,D11,8.0,False,2025-04,2025-04-14/2025-04-20,medium,Bayview
MR207520,2025-04-20 10:15:43,2025-04-26 03:07:10,sidewalk obstruction,4.0,37.70654628297189,-122.422810907749,Pine Ave,Web Form,403.58,D03,5.0,False,2025-04,2025-04-14/2025-04-20,high,Civic East
MR204919,2025-04-20 12:31:58,,missing sign,3.0,37.72600974811137,-122.362190703031,Pine Ave,web,345.35,D04,331.0,True,2025-04,2025-04-14/2025-04-20,medium,Bayview
MR205860,2025-04-20 15:59:34,2025-04-25 08:56:55,sidewalk obstruction,2.0,37.82451246084779,-122.435316017904,,email ,189.16,D11,4.0,False,2025-04,2025-04-14/2025-04-20,low,Medical Quarter
MR209979,2025-04-20 17:54:00,2025-04-21 15:11:58,sidewalk obstruction,2.0,37.6973560976975,-122.532077881919,Union Blvd,app,447.0,D01,0.0,False,2025-04,2025-04-14/2025-04-20,low,Harbor North
